datetime,y,client,close,price_am,price_pm,Year,Month,Day,DayOfWeek,WeekOfYear,DayOfYear,Quarter,JpHoliday,PriceAmWeekMeanNextYear,PriceAmWeekMinNextYear,PriceAmWeekMaxNextYear,PriceAmWeekStdNextYear,PriceAmWeekSumNextYear,PriceAmWeekSkewNextYear,PriceAmWeekKurtNextYear,PricePmWeekMeanNextYear,PricePmWeekMinNextYear,PricePmWeekMaxNextYear,PricePmWeekStdNextYear,PricePmWeekSumNextYear,PricePmWeekSkewNextYear,PricePmWeekKurtNextYear,PriceAmMonthMeanNextYear,PriceAmMonthMinNextYear,PriceAmMonthMaxNextYear,PriceAmMonthStdNextYear,PriceAmMonthSumNextYear,PriceAmMonthSkewNextYear,PriceAmMonthKurtNextYear,PricePmMonthMeanNextYear,PricePmMonthMinNextYear,PricePmMonthMaxNextYear,PricePmMonthStdNextYear,PricePmMonthSumNextYear,PricePmMonthSkewNextYear,PricePmMonthKurtNextYear,PriceAmQuarterMeanNextYear,PriceAmQuarterMinNextYear,PriceAmQuarterMaxNextYear,PriceAmQuarterStdNextYear,PriceAmQuarterSumNextYear,PriceAmQuarterSkewNextYear,PriceAmQuarterKurtNextYear,PricePmQuarterMeanNextYear,PricePmQuarterMinNextYear,PricePmQuarterMaxNextYear,PricePmQuarterStdNextYear,PricePmQuarterSumNextYear,PricePmQuarterSkewNextYear,PricePmQuarterKurtNextYear
2011-07-11,17.0,0,0,0,0,2011,7,11,0,28,192,3,0,0.5714285714285714,0.0,2.0,0.9759000729485332,4.0,0.9486832980505139,-1.0999999999999994,0.2857142857142857,0.0,1.0,0.4879500364742666,2.0,0.9486832980505139,-1.0999999999999994,0.7096774193548387,0.0,3.0,0.8243602928775247,22.0,0.9384303091028585,0.1688932062169517,0.45161290322580644,0.0,2.0,0.5679618342470648,14.0,0.7459365477929969,-0.4902666666666651,0.6630434782608695,0.0,3.0,0.7599475677842354,61.0,0.9477459689797922,0.3559947769677536,0.40217391304347827,0.0,2.0,0.5753122918538646,37.0,1.0836640462807339,0.17622665851049701
2011-07-12,10.0,0,0,0,0,2011,7,12,1,28,193,3,0,0.5714285714285714,0.0,2.0,0.9759000729485332,4.0,0.9486832980505139,-1.0999999999999994,0.2857142857142857,0.0,1.0,0.4879500364742666,2.0,0.9486832980505139,-1.0999999999999994,0.7096774193548387,0.0,3.0,0.8243602928775247,22.0,0.9384303091028585,0.1688932062169517,0.45161290322580644,0.0,2.0,0.5679618342470648,14.0,0.7459365477929969,-0.4902666666666651,0.6630434782608695,0.0,3.0,0.7599475677842354,61.0,0.9477459689797922,0.3559947769677536,0.40217391304347827,0.0,2.0,0.5753122918538646,37.0,1.0836640462807339,0.17622665851049701
2011-07-13,9.0,0,0,0,0,2011,7,13,2,28,194,3,0,0.5714285714285714,0.0,2.0,0.9759000729485332,4.0,0.9486832980505139,-1.0999999999999994,0.2857142857142857,0.0,1.0,0.4879500364742666,2.0,0.9486832980505139,-1.0999999999999994,0.7096774193548387,0.0,3.0,0.8243602928775247,22.0,0.9384303091028585,0.1688932062169517,0.45161290322580644,0.0,2.0,0.5679618342470648,14.0,0.7459365477929969,-0.4902666666666651,0.6630434782608695,0.0,3.0,0.7599475677842354,61.0,0.9477459689797922,0.3559947769677536,0.40217391304347827,0.0,2.0,0.5753122918538646,37.0,1.0836640462807339,0.17622665851049701
2011-07-14,16.0,0,0,0,0,2011,7,14,3,28,195,3,0,0.5714285714285714,0.0,2.0,0.9759000729485332,4.0,0.9486832980505139,-1.0999999999999994,0.2857142857142857,0.0,1.0,0.4879500364742666,2.0,0.9486832980505139,-1.0999999999999994,0.7096774193548387,0.0,3.0,0.8243602928775247,22.0,0.9384303091028585,0.1688932062169517,0.45161290322580644,0.0,2.0,0.5679618342470648,14.0,0.7459365477929969,-0.4902666666666651,0.6630434782608695,0.0,3.0,0.7599475677842354,61.0,0.9477459689797922,0.3559947769677536,0.40217391304347827,0.0,2.0,0.5753122918538646,37.0,1.0836640462807339,0.17622665851049701
2011-07-15,19.0,0,0,0,0,2011,7,15,4,28,196,3,0,0.5714285714285714,0.0,2.0,0.9759000729485332,4.0,0.9486832980505139,-1.0999999999999994,0.2857142857142857,0.0,1.0,0.4879500364742666,2.0,0.9486832980505139,-1.0999999999999994,0.7096774193548387,0.0,3.0,0.8243602928775247,22.0,0.9384303091028585,0.1688932062169517,0.45161290322580644,0.0,2.0,0.5679618342470648,14.0,0.7459365477929969,-0.4902666666666651,0.6630434782608695,0.0,3.0,0.7599475677842354,61.0,0.9477459689797922,0.3559947769677536,0.40217391304347827,0.0,2.0,0.5753122918538646,37.0,1.0836640462807339,0.17622665851049701
2011-07-16,17.0,0,0,2,1,2011,7,16,5,28,197,3,0,0.42857142857142855,0.0,1.0,0.5345224838248488,3.0,0.28867513459481287,-1.9166666666666665,0.2857142857142857,0.0,1.0,0.4879500364742666,2.0,0.9486832980505139,-1.0999999999999994,0.7096774193548387,0.0,3.0,0.8243602928775247,22.0,0.9384303091028585,0.1688932062169517,0.45161290322580644,0.0,2.0,0.5679618342470648,14.0,0.7459365477929969,-0.4902666666666651,0.6630434782608695,0.0,3.0,0.7599475677842354,61.0,0.9477459689797922,0.3559947769677536,0.40217391304347827,0.0,2.0,0.5753122918538646,37.0,1.0836640462807339,0.17622665851049701
2011-07-17,23.0,0,0,2,1,2011,7,17,6,28,198,3,0,0.42857142857142855,0.0,1.0,0.5345224838248488,3.0,0.28867513459481287,-1.9166666666666665,0.2857142857142857,0.0,1.0,0.4879500364742666,2.0,0.9486832980505139,-1.0999999999999994,0.7096774193548387,0.0,3.0,0.8243602928775247,22.0,0.9384303091028585,0.1688932062169517,0.45161290322580644,0.0,2.0,0.5679618342470648,14.0,0.7459365477929969,-0.4902666666666651,0.6630434782608695,0.0,3.0,0.7599475677842354,61.0,0.9477459689797922,0.3559947769677536,0.40217391304347827,0.0,2.0,0.5753122918538646,37.0,1.0836640462807339,0.17622665851049701
2011-07-18,19.0,0,0,1,0,2011,7,18,0,29,199,3,1,0.42857142857142855,0.0,1.0,0.5345224838248488,3.0,0.28867513459481287,-1.9166666666666665,0.2857142857142857,0.0,1.0,0.4879500364742666,2.0,0.9486832980505139,-1.0999999999999994,0.7096774193548387,0.0,3.0,0.8243602928775247,22.0,0.9384303091028585,0.1688932062169517,0.45161290322580644,0.0,2.0,0.5679618342470648,14.0,0.7459365477929969,-0.4902666666666651,0.6630434782608695,0.0,3.0,0.7599475677842354,61.0,0.9477459689797922,0.3559947769677536,0.40217391304347827,0.0,2.0,0.5753122918538646,37.0,1.0836640462807339,0.17622665851049701
2011-07-19,13.0,0,0,0,0,2011,7,19,1,29,200,3,0,0.42857142857142855,0.0,1.0,0.5345224838248488,3.0,0.28867513459481287,-1.9166666666666665,0.2857142857142857,0.0,1.0,0.4879500364742666,2.0,0.9486832980505139,-1.0999999999999994,0.7096774193548387,0.0,3.0,0.8243602928775247,22.0,0.9384303091028585,0.1688932062169517,0.45161290322580644,0.0,2.0,0.5679618342470648,14.0,0.7459365477929969,-0.4902666666666651,0.6630434782608695,0.0,3.0,0.7599475677842354,61.0,0.9477459689797922,0.3559947769677536,0.40217391304347827,0.0,2.0,0.5753122918538646,37.0,1.0836640462807339,0.17622665851049701
2011-07-20,15.0,0,0,0,0,2011,7,20,2,29,201,3,0,0.42857142857142855,0.0,1.0,0.5345224838248488,3.0,0.28867513459481287,-1.9166666666666665,0.2857142857142857,0.0,1.0,0.4879500364742666,2.0,0.9486832980505139,-1.0999999999999994,0.7096774193548387,0.0,3.0,0.8243602928775247,22.0,0.9384303091028585,0.1688932062169517,0.45161290322580644,0.0,2.0,0.5679618342470648,14.0,0.7459365477929969,-0.4902666666666651,0.6630434782608695,0.0,3.0,0.7599475677842354,61.0,0.9477459689797922,0.3559947769677536,0.40217391304347827,0.0,2.0,0.5753122918538646,37.0,1.0836640462807339,0.17622665851049701
2011-07-21,14.0,0,0,0,0,2011,7,21,3,29,202,3,0,0.42857142857142855,0.0,1.0,0.5345224838248488,3.0,0.28867513459481287,-1.9166666666666665,0.2857142857142857,0.0,1.0,0.4879500364742666,2.0,0.9486832980505139,-1.0999999999999994,0.7096774193548387,0.0,3.0,0.8243602928775247,22.0,0.9384303091028585,0.1688932062169517,0.45161290322580644,0.0,2.0,0.5679618342470648,14.0,0.7459365477929969,-0.4902666666666651,0.6630434782608695,0.0,3.0,0.7599475677842354,61.0,0.9477459689797922,0.3559947769677536,0.40217391304347827,0.0,2.0,0.5753122918538646,37.0,1.0836640462807339,0.17622665851049701
2011-07-22,18.0,0,0,1,0,2011,7,22,4,29,203,3,0,0.42857142857142855,0.0,1.0,0.5345224838248488,3.0,0.28867513459481287,-1.9166666666666665,0.2857142857142857,0.0,1.0,0.4879500364742666,2.0,0.9486832980505139,-1.0999999999999994,0.7096774193548387,0.0,3.0,0.8243602928775247,22.0,0.9384303091028585,0.1688932062169517,0.45161290322580644,0.0,2.0,0.5679618342470648,14.0,0.7459365477929969,-0.4902666666666651,0.6630434782608695,0.0,3.0,0.7599475677842354,61.0,0.9477459689797922,0.3559947769677536,0.40217391304347827,0.0,2.0,0.5753122918538646,37.0,1.0836640462807339,0.17622665851049701
2011-07-23,22.0,0,0,1,1,2011,7,23,5,29,204,3,0,1.0,0.0,3.0,1.1547005383792515,7.0,0.701560760020114,-0.8124999999999996,0.5714285714285714,0.0,2.0,0.7867957924694432,4.0,0.8598938232981916,-0.636094674556213,0.7096774193548387,0.0,3.0,0.8243602928775247,22.0,0.9384303091028585,0.1688932062169517,0.45161290322580644,0.0,2.0,0.5679618342470648,14.0,0.7459365477929969,-0.4902666666666651,0.6630434782608695,0.0,3.0,0.7599475677842354,61.0,0.9477459689797922,0.3559947769677536,0.40217391304347827,0.0,2.0,0.5753122918538646,37.0,1.0836640462807339,0.17622665851049701
2011-07-24,23.0,0,0,1,1,2011,7,24,6,29,205,3,0,1.0,0.0,3.0,1.1547005383792515,7.0,0.701560760020114,-0.8124999999999996,0.5714285714285714,0.0,2.0,0.7867957924694432,4.0,0.8598938232981916,-0.636094674556213,0.7096774193548387,0.0,3.0,0.8243602928775247,22.0,0.9384303091028585,0.1688932062169517,0.45161290322580644,0.0,2.0,0.5679618342470648,14.0,0.7459365477929969,-0.4902666666666651,0.6630434782608695,0.0,3.0,0.7599475677842354,61.0,0.9477459689797922,0.3559947769677536,0.40217391304347827,0.0,2.0,0.5753122918538646,37.0,1.0836640462807339,0.17622665851049701
2011-07-25,14.0,0,0,1,0,2011,7,25,0,30,206,3,0,1.0,0.0,3.0,1.1547005383792515,7.0,0.701560760020114,-0.8124999999999996,0.5714285714285714,0.0,2.0,0.7867957924694432,4.0,0.8598938232981916,-0.636094674556213,0.7096774193548387,0.0,3.0,0.8243602928775247,22.0,0.9384303091028585,0.1688932062169517,0.45161290322580644,0.0,2.0,0.5679618342470648,14.0,0.7459365477929969,-0.4902666666666651,0.6630434782608695,0.0,3.0,0.7599475677842354,61.0,0.9477459689797922,0.3559947769677536,0.40217391304347827,0.0,2.0,0.5753122918538646,37.0,1.0836640462807339,0.17622665851049701
2011-07-26,11.0,0,0,1,0,2011,7,26,1,30,207,3,0,1.0,0.0,3.0,1.1547005383792515,7.0,0.701560760020114,-0.8124999999999996,0.5714285714285714,0.0,2.0,0.7867957924694432,4.0,0.8598938232981916,-0.636094674556213,0.7096774193548387,0.0,3.0,0.8243602928775247,22.0,0.9384303091028585,0.1688932062169517,0.45161290322580644,0.0,2.0,0.5679618342470648,14.0,0.7459365477929969,-0.4902666666666651,0.6630434782608695,0.0,3.0,0.7599475677842354,61.0,0.9477459689797922,0.3559947769677536,0.40217391304347827,0.0,2.0,0.5753122918538646,37.0,1.0836640462807339,0.17622665851049701
2011-07-27,14.0,0,0,1,0,2011,7,27,2,30,208,3,0,1.0,0.0,3.0,1.1547005383792515,7.0,0.701560760020114,-0.8124999999999996,0.5714285714285714,0.0,2.0,0.7867957924694432,4.0,0.8598938232981916,-0.636094674556213,0.7096774193548387,0.0,3.0,0.8243602928775247,22.0,0.9384303091028585,0.1688932062169517,0.45161290322580644,0.0,2.0,0.5679618342470648,14.0,0.7459365477929969,-0.4902666666666651,0.6630434782608695,0.0,3.0,0.7599475677842354,61.0,0.9477459689797922,0.3559947769677536,0.40217391304347827,0.0,2.0,0.5753122918538646,37.0,1.0836640462807339,0.17622665851049701
2011-07-28,17.0,0,0,1,0,2011,7,28,3,30,209,3,0,1.0,0.0,3.0,1.1547005383792515,7.0,0.701560760020114,-0.8124999999999996,0.5714285714285714,0.0,2.0,0.7867957924694432,4.0,0.8598938232981916,-0.636094674556213,0.7096774193548387,0.0,3.0,0.8243602928775247,22.0,0.9384303091028585,0.1688932062169517,0.45161290322580644,0.0,2.0,0.5679618342470648,14.0,0.7459365477929969,-0.4902666666666651,0.6630434782608695,0.0,3.0,0.7599475677842354,61.0,0.9477459689797922,0.3559947769677536,0.40217391304347827,0.0,2.0,0.5753122918538646,37.0,1.0836640462807339,0.17622665851049701
2011-07-29,24.0,0,0,1,1,2011,7,29,4,30,210,3,0,1.0,0.0,3.0,1.1547005383792515,7.0,0.701560760020114,-0.8124999999999996,0.5714285714285714,0.0,2.0,0.7867957924694432,4.0,0.8598938232981916,-0.636094674556213,0.7096774193548387,0.0,3.0,0.8243602928775247,22.0,0.9384303091028585,0.1688932062169517,0.45161290322580644,0.0,2.0,0.5679618342470648,14.0,0.7459365477929969,-0.4902666666666651,0.6630434782608695,0.0,3.0,0.7599475677842354,61.0,0.9477459689797922,0.3559947769677536,0.40217391304347827,0.0,2.0,0.5753122918538646,37.0,1.0836640462807339,0.17622665851049701
2011-07-30,23.0,0,0,2,2,2011,7,30,5,30,211,3,0,0.5714285714285714,0.0,1.0,0.5345224838248488,4.0,-0.2886751345948127,-1.9166666666666665,0.5714285714285714,0.0,1.0,0.5345224838248488,4.0,-0.2886751345948127,-1.9166666666666665,0.7096774193548387,0.0,3.0,0.8243602928775247,22.0,0.9384303091028585,0.1688932062169517,0.45161290322580644,0.0,2.0,0.5679618342470648,14.0,0.7459365477929969,-0.4902666666666651,0.6630434782608695,0.0,3.0,0.7599475677842354,61.0,0.9477459689797922,0.3559947769677536,0.40217391304347827,0.0,2.0,0.5753122918538646,37.0,1.0836640462807339,0.17622665851049701
2011-07-31,31.0,0,0,2,1,2011,7,31,6,30,212,3,0,0.5714285714285714,0.0,1.0,0.5345224838248488,4.0,-0.2886751345948127,-1.9166666666666665,0.5714285714285714,0.0,1.0,0.5345224838248488,4.0,-0.2886751345948127,-1.9166666666666665,0.7096774193548387,0.0,3.0,0.8243602928775247,22.0,0.9384303091028585,0.1688932062169517,0.45161290322580644,0.0,2.0,0.5679618342470648,14.0,0.7459365477929969,-0.4902666666666651,0.6630434782608695,0.0,3.0,0.7599475677842354,61.0,0.9477459689797922,0.3559947769677536,0.40217391304347827,0.0,2.0,0.5753122918538646,37.0,1.0836640462807339,0.17622665851049701
2011-08-01,19.0,0,0,1,0,2011,8,1,0,31,213,3,0,0.5714285714285714,0.0,1.0,0.5345224838248488,4.0,-0.2886751345948127,-1.9166666666666665,0.5714285714285714,0.0,1.0,0.5345224838248488,4.0,-0.2886751345948127,-1.9166666666666665,0.3870967741935484,0.0,2.0,0.5584155773160768,12.0,1.0387723193484235,0.05624256837098507,0.25806451612903225,0.0,1.0,0.44480272297456924,8.0,1.1058146711617287,-0.7771739130434785,0.6630434782608695,0.0,3.0,0.7599475677842354,61.0,0.9477459689797922,0.3559947769677536,0.40217391304347827,0.0,2.0,0.5753122918538646,37.0,1.0836640462807339,0.17622665851049701
2011-08-02,10.0,0,0,0,0,2011,8,2,1,31,214,3,0,0.5714285714285714,0.0,1.0,0.5345224838248488,4.0,-0.2886751345948127,-1.9166666666666665,0.5714285714285714,0.0,1.0,0.5345224838248488,4.0,-0.2886751345948127,-1.9166666666666665,0.3870967741935484,0.0,2.0,0.5584155773160768,12.0,1.0387723193484235,0.05624256837098507,0.25806451612903225,0.0,1.0,0.44480272297456924,8.0,1.1058146711617287,-0.7771739130434785,0.6630434782608695,0.0,3.0,0.7599475677842354,61.0,0.9477459689797922,0.3559947769677536,0.40217391304347827,0.0,2.0,0.5753122918538646,37.0,1.0836640462807339,0.17622665851049701
2011-08-03,11.0,0,0,0,0,2011,8,3,2,31,215,3,0,0.5714285714285714,0.0,1.0,0.5345224838248488,4.0,-0.2886751345948127,-1.9166666666666665,0.5714285714285714,0.0,1.0,0.5345224838248488,4.0,-0.2886751345948127,-1.9166666666666665,0.3870967741935484,0.0,2.0,0.5584155773160768,12.0,1.0387723193484235,0.05624256837098507,0.25806451612903225,0.0,1.0,0.44480272297456924,8.0,1.1058146711617287,-0.7771739130434785,0.6630434782608695,0.0,3.0,0.7599475677842354,61.0,0.9477459689797922,0.3559947769677536,0.40217391304347827,0.0,2.0,0.5753122918538646,37.0,1.0836640462807339,0.17622665851049701
2011-08-04,12.0,0,0,0,0,2011,8,4,3,31,216,3,0,0.5714285714285714,0.0,1.0,0.5345224838248488,4.0,-0.2886751345948127,-1.9166666666666665,0.5714285714285714,0.0,1.0,0.5345224838248488,4.0,-0.2886751345948127,-1.9166666666666665,0.3870967741935484,0.0,2.0,0.5584155773160768,12.0,1.0387723193484235,0.05624256837098507,0.25806451612903225,0.0,1.0,0.44480272297456924,8.0,1.1058146711617287,-0.7771739130434785,0.6630434782608695,0.0,3.0,0.7599475677842354,61.0,0.9477459689797922,0.3559947769677536,0.40217391304347827,0.0,2.0,0.5753122918538646,37.0,1.0836640462807339,0.17622665851049701
2011-08-05,15.0,0,0,0,0,2011,8,5,4,31,217,3,0,0.5714285714285714,0.0,1.0,0.5345224838248488,4.0,-0.2886751345948127,-1.9166666666666665,0.5714285714285714,0.0,1.0,0.5345224838248488,4.0,-0.2886751345948127,-1.9166666666666665,0.3870967741935484,0.0,2.0,0.5584155773160768,12.0,1.0387723193484235,0.05624256837098507,0.25806451612903225,0.0,1.0,0.44480272297456924,8.0,1.1058146711617287,-0.7771739130434785,0.6630434782608695,0.0,3.0,0.7599475677842354,61.0,0.9477459689797922,0.3559947769677536,0.40217391304347827,0.0,2.0,0.5753122918538646,37.0,1.0836640462807339,0.17622665851049701
2011-08-06,22.0,0,0,1,1,2011,8,6,5,31,218,3,0,0.14285714285714285,0.0,1.0,0.37796447300922725,1.0,2.041241452319315,2.166666666666667,0.14285714285714285,0.0,1.0,0.37796447300922725,1.0,2.041241452319315,2.166666666666667,0.3870967741935484,0.0,2.0,0.5584155773160768,12.0,1.0387723193484235,0.05624256837098507,0.25806451612903225,0.0,1.0,0.44480272297456924,8.0,1.1058146711617287,-0.7771739130434785,0.6630434782608695,0.0,3.0,0.7599475677842354,61.0,0.9477459689797922,0.3559947769677536,0.40217391304347827,0.0,2.0,0.5753122918538646,37.0,1.0836640462807339,0.17622665851049701
2011-08-07,12.0,0,0,1,0,2011,8,7,6,31,219,3,0,0.14285714285714285,0.0,1.0,0.37796447300922725,1.0,2.041241452319315,2.166666666666667,0.14285714285714285,0.0,1.0,0.37796447300922725,1.0,2.041241452319315,2.166666666666667,0.3870967741935484,0.0,2.0,0.5584155773160768,12.0,1.0387723193484235,0.05624256837098507,0.25806451612903225,0.0,1.0,0.44480272297456924,8.0,1.1058146711617287,-0.7771739130434785,0.6630434782608695,0.0,3.0,0.7599475677842354,61.0,0.9477459689797922,0.3559947769677536,0.40217391304347827,0.0,2.0,0.5753122918538646,37.0,1.0836640462807339,0.17622665851049701
