datetime,y,client,close,price_am,price_pm,Month,WeekOfYear,DayOfYear,Kyureki,busy,y_by_move,rain
2010-08-01,20.0,0,0,1,1,8,30,213,4.0,0,6.278962390977944,0.0
2010-08-02,17.0,0,0,0,0,8,31,214,5.0,0,6.278962390977944,0.125
2010-08-03,15.0,0,0,0,0,8,31,215,0.0,0,6.278962390977944,0.0
2010-08-04,14.0,0,0,0,0,8,31,216,1.0,0,6.278962390977944,0.0
2010-08-05,15.0,0,0,0,0,8,31,217,2.0,0,6.278962390977944,0.0
2010-08-06,17.0,0,0,0,0,8,31,218,3.0,0,6.278962390977944,0.0
2010-08-07,18.0,0,0,1,1,8,31,219,4.0,0,6.278962390977944,0.0
2010-08-08,20.0,0,0,1,0,8,31,220,5.0,0,6.278962390977944,1.25
2010-08-09,11.0,0,0,0,0,8,32,221,0.0,0,6.278962390977944,26.25
2010-08-10,13.0,0,0,0,0,8,32,222,3.0,0,6.278962390977944,1.0
2010-08-11,15.0,0,0,0,0,8,32,223,4.0,0,6.278962390977944,0.0
2010-08-12,15.0,0,0,0,0,8,32,224,5.0,0,6.278962390977944,1.125
2010-08-13,15.0,0,0,0,0,8,32,225,0.0,0,6.278962390977944,0.125
2010-08-14,18.0,0,0,0,0,8,32,226,1.0,0,6.278962390977944,0.0
2010-08-15,12.0,0,0,0,0,8,32,227,2.0,0,6.278962390977944,0.0
2010-08-16,18.0,0,0,0,0,8,33,228,3.0,0,6.278962390977944,0.0
2010-08-17,15.0,0,0,0,0,8,33,229,4.0,0,6.278962390977944,0.0
2010-08-18,0.0,0,0,0,0,8,33,230,5.0,0,6.278962390977944,0.0
2010-08-19,17.0,0,0,0,0,8,33,231,0.0,0,6.278962390977944,0.0
2010-08-20,15.0,0,0,0,0,8,33,232,1.0,0,6.278962390977944,0.0
2010-08-21,19.0,0,0,1,1,8,33,233,2.0,0,6.278962390977944,0.0
2010-08-22,18.0,0,0,1,0,8,33,234,3.0,0,6.278962390977944,0.0
2010-08-23,19.0,0,0,0,0,8,34,235,4.0,0,6.278962390977944,0.0
2010-08-24,11.0,0,0,0,0,8,34,236,5.0,0,6.278962390977944,0.0
2010-08-25,13.0,0,0,0,0,8,34,237,0.0,0,6.278962390977944,0.0
2010-08-26,20.0,0,0,0,0,8,34,238,1.0,0,6.278962390977944,0.0
2010-08-27,20.0,0,0,1,0,8,34,239,2.0,0,6.278962390977944,0.0
2010-08-28,27.0,0,0,2,1,8,34,240,3.0,0,6.278962390977944,0.0
2010-08-29,23.0,0,0,1,1,8,34,241,4.0,0,6.278962390977944,0.0
2010-08-30,24.0,0,0,1,0,8,35,242,5.0,0,6.278962390977944,0.0
2010-08-31,18.0,0,0,1,0,8,35,243,0.0,0,6.278962390977944,0.0
2010-09-01,19.0,0,0,1,1,9,35,244,1.0,0,6.041915768231707,0.0
2010-09-02,16.0,0,0,1,0,9,35,245,2.0,0,6.041915768231707,0.0
2010-09-03,13.0,0,0,1,0,9,35,246,3.0,0,6.041915768231707,0.0
2010-09-04,15.0,0,0,1,1,9,35,247,4.0,0,6.041915768231707,0.0
2010-09-05,21.0,0,0,1,1,9,35,248,5.0,0,6.041915768231707,0.0
2010-09-06,11.0,0,0,0,0,9,36,249,0.0,0,6.041915768231707,0.0
2010-09-07,19.0,0,0,0,0,9,36,250,1.0,0,6.041915768231707,0.0
2010-09-08,9.0,0,0,0,0,9,36,251,4.0,0,6.041915768231707,91.625
2010-09-09,4.0,0,0,0,0,9,36,252,5.0,0,6.041915768231707,1.125
2010-09-10,9.0,0,0,0,0,9,36,253,0.0,0,6.041915768231707,0.0
2010-09-11,13.0,0,0,1,1,9,36,254,1.0,0,6.041915768231707,0.0
2010-09-12,12.0,0,0,1,1,9,36,255,2.0,0,6.041915768231707,0.0
2010-09-13,11.0,0,0,0,0,9,37,256,3.0,0,6.041915768231707,15.25
2010-09-14,10.0,0,0,0,0,9,37,257,4.0,0,6.041915768231707,6.375
2010-09-15,14.0,0,0,0,0,9,37,258,5.0,0,6.041915768231707,1.625
2010-09-16,7.0,0,0,0,0,9,37,259,0.0,0,6.041915768231707,73.5
2010-09-17,19.0,0,0,0,0,9,37,260,1.0,0,6.041915768231707,0.0
2010-09-18,19.0,0,0,1,1,9,37,261,2.0,0,6.041915768231707,0.0
2010-09-19,13.0,0,0,1,1,9,37,262,3.0,0,6.041915768231707,0.0
2010-09-20,16.0,0,0,1,0,9,38,263,4.0,0,6.041915768231707,0.125
2010-09-21,18.0,0,0,0,0,9,38,264,5.0,0,6.041915768231707,0.0
2010-09-22,12.0,0,0,0,0,9,38,265,0.0,0,6.041915768231707,0.0
2010-09-23,32.0,0,0,1,0,9,38,266,1.0,1,6.041915768231707,40.5
2010-09-24,30.0,0,0,1,1,9,38,267,2.0,1,6.041915768231707,4.875
2010-09-25,24.0,0,0,2,2,9,38,268,3.0,1,6.041915768231707,15.375
2010-09-26,26.0,0,0,2,1,9,38,269,4.0,1,6.041915768231707,5.875
2010-09-27,17.0,0,0,1,0,9,39,270,5.0,1,6.041915768231707,57.25
2010-09-28,23.0,0,0,1,0,9,39,271,0.0,1,6.041915768231707,62.75
2010-09-29,15.0,0,0,1,0,9,39,272,1.0,1,6.041915768231707,0.0
2010-09-30,27.0,0,0,1,1,9,39,273,2.0,1,6.041915768231707,18.0
2010-10-01,24.0,0,0,1,0,10,39,274,3.0,1,6.29775625313573,0.125
2010-10-02,18.0,0,0,2,1,10,39,275,4.0,1,6.29775625313573,0.0
2010-10-03,16.0,0,0,1,1,10,39,276,5.0,0,6.29775625313573,0.125
2010-10-04,10.0,0,0,0,0,10,40,277,0.0,0,6.29775625313573,4.625
2010-10-05,13.0,0,0,0,0,10,40,278,1.0,0,6.29775625313573,0.0
2010-10-06,3.0,0,0,0,0,10,40,279,2.0,0,6.29775625313573,0.0
2010-10-07,7.0,0,0,0,0,10,40,280,3.0,0,6.29775625313573,0.0
2010-10-08,11.0,0,0,0,0,10,40,281,5.0,0,6.29775625313573,0.0
2010-10-09,17.0,0,0,1,1,10,40,282,0.0,0,6.29775625313573,32.375
2010-10-10,18.0,0,0,1,1,10,40,283,1.0,0,6.29775625313573,33.375
2010-10-11,7.0,0,0,1,0,10,41,284,2.0,0,6.29775625313573,0.0
2010-10-12,8.0,0,0,0,0,10,41,285,3.0,0,6.29775625313573,1.125
2010-10-13,8.0,0,0,0,0,10,41,286,4.0,0,6.29775625313573,7.0
2010-10-14,13.0,0,0,0,0,10,41,287,5.0,0,6.29775625313573,2.0
2010-10-15,9.0,0,0,0,0,10,41,288,0.0,0,6.29775625313573,0.25
2010-10-16,17.0,0,0,1,1,10,41,289,1.0,0,6.29775625313573,0.375
2010-10-17,12.0,0,0,1,0,10,41,290,2.0,0,6.29775625313573,0.0
2010-10-18,11.0,0,0,0,0,10,42,291,3.0,0,6.29775625313573,0.0
2010-10-19,6.0,0,0,0,0,10,42,292,4.0,0,6.29775625313573,0.0
2010-10-20,12.0,0,0,0,0,10,42,293,5.0,0,6.29775625313573,0.5
2010-10-21,3.0,0,0,0,0,10,42,294,0.0,0,6.29775625313573,3.375
2010-10-22,7.0,0,0,0,0,10,42,295,1.0,0,6.29775625313573,0.125
2010-10-23,21.0,0,0,2,1,10,42,296,2.0,0,6.29775625313573,0.0
2010-10-24,20.0,0,0,1,1,10,42,297,3.0,0,6.29775625313573,16.0
2010-10-25,13.0,0,0,1,0,10,43,298,4.0,0,6.29775625313573,2.25
2010-10-26,12.0,0,0,0,0,10,43,299,5.0,0,6.29775625313573,2.0
2010-10-27,13.0,0,0,0,0,10,43,300,0.0,0,6.29775625313573,0.0
2010-10-28,18.0,0,0,1,0,10,43,301,1.0,0,6.29775625313573,34.125
2010-10-29,26.0,0,0,1,1,10,43,302,2.0,0,6.29775625313573,0.0
2010-10-30,29.0,0,0,2,2,10,43,303,3.0,0,6.29775625313573,60.5
2010-10-31,23.0,0,0,2,1,10,43,304,4.0,0,6.29775625313573,2.0
2010-11-01,16.0,0,0,1,1,11,44,305,5.0,0,6.755187480977815,46.25
2010-11-02,12.0,0,0,0,0,11,44,306,0.0,0,6.755187480977815,0.0
2010-11-03,15.0,0,0,1,1,11,44,307,1.0,0,6.755187480977815,0.0
2010-11-04,11.0,0,0,0,0,11,44,308,2.0,0,6.755187480977815,0.0
2010-11-05,13.0,0,0,0,0,11,44,309,3.0,0,6.755187480977815,0.0
2010-11-06,17.0,0,0,1,1,11,44,310,0.0,0,6.755187480977815,0.0
2010-11-07,13.0,0,0,1,0,11,44,311,1.0,0,6.755187480977815,0.0
2010-11-08,8.0,0,0,0,0,11,45,312,2.0,0,6.755187480977815,0.0
2010-11-09,7.0,0,0,0,0,11,45,313,3.0,0,6.755187480977815,0.0
2010-11-10,11.0,0,0,0,0,11,45,314,4.0,0,6.755187480977815,0.0
2010-11-11,11.0,0,0,0,0,11,45,315,5.0,0,6.755187480977815,0.0
2010-11-12,15.0,0,0,0,0,11,45,316,0.0,0,6.755187480977815,0.0
2010-11-13,16.0,0,0,1,1,11,45,317,1.0,0,6.755187480977815,0.0
2010-11-14,19.0,0,0,0,0,11,45,318,2.0,0,6.755187480977815,0.0
2010-11-15,21.0,0,0,0,0,11,46,319,3.0,0,6.755187480977815,6.125
2010-11-16,14.0,0,0,0,0,11,46,320,4.0,0,6.755187480977815,0.0
2010-11-17,11.0,0,0,0,0,11,46,321,5.0,0,6.755187480977815,3.625
2010-11-18,9.0,0,0,0,0,11,46,322,0.0,0,6.755187480977815,1.5
2010-11-19,25.0,0,0,0,0,11,46,323,1.0,0,6.755187480977815,0.0
2010-11-20,24.0,0,0,1,1,11,46,324,2.0,0,6.755187480977815,0.0
2010-11-21,22.0,0,0,1,0,11,46,325,3.0,0,6.755187480977815,0.0
2010-11-22,22.0,0,0,0,0,11,47,326,4.0,0,6.755187480977815,4.0
2010-11-23,16.0,0,0,0,0,11,47,327,5.0,0,6.755187480977815,20.375
2010-11-24,14.0,0,0,0,0,11,47,328,0.0,0,6.755187480977815,0.0
2010-11-25,18.0,0,0,0,0,11,47,329,1.0,0,6.755187480977815,6.25
2010-11-26,22.0,0,0,1,0,11,47,330,2.0,0,6.755187480977815,4.125
2010-11-27,26.0,0,0,2,1,11,47,331,3.0,0,6.755187480977815,0.25
2010-11-28,22.0,0,0,1,1,11,47,332,4.0,0,6.755187480977815,0.0
2010-11-29,22.0,0,0,1,0,11,48,333,5.0,0,6.755187480977815,0.0
2010-11-30,21.0,0,0,1,0,11,48,334,0.0,0,6.755187480977815,0.0
2010-12-01,23.0,0,0,1,1,12,48,335,1.0,0,6.685880561293537,0.0
2010-12-02,14.0,0,0,1,0,12,48,336,2.0,0,6.685880561293537,0.25
2010-12-03,18.0,0,0,0,0,12,48,337,3.0,0,6.685880561293537,73.5
2010-12-04,27.0,0,0,1,1,12,48,338,4.0,0,6.685880561293537,0.0
2010-12-05,16.0,0,0,1,1,12,48,339,5.0,0,6.685880561293537,0.0
2010-12-06,17.0,0,0,0,0,12,49,340,1.0,0,6.685880561293537,0.0
2010-12-07,12.0,0,0,0,0,12,49,341,2.0,0,6.685880561293537,0.0
2010-12-08,13.0,0,0,0,0,12,49,342,3.0,0,6.685880561293537,8.75
2010-12-09,12.0,0,0,0,0,12,49,343,4.0,0,6.685880561293537,0.125
2010-12-10,19.0,0,0,0,0,12,49,344,5.0,0,6.685880561293537,0.125
2010-12-11,14.0,0,0,1,1,12,49,345,0.0,0,6.685880561293537,0.0
2010-12-12,23.0,0,0,1,0,12,49,346,1.0,0,6.685880561293537,0.0
2010-12-13,16.0,0,0,0,0,12,50,347,2.0,0,6.685880561293537,8.25
2010-12-14,13.0,0,0,0,0,12,50,348,3.0,0,6.685880561293537,6.25
2010-12-15,21.0,0,0,0,0,12,50,349,4.0,0,6.685880561293537,0.0
2010-12-16,17.0,0,0,0,0,12,50,350,5.0,0,6.685880561293537,0.0
2010-12-17,21.0,0,0,0,0,12,50,351,0.0,0,6.685880561293537,0.0
2010-12-18,23.0,0,0,1,1,12,50,352,1.0,0,6.685880561293537,0.0
2010-12-19,27.0,0,0,1,1,12,50,353,2.0,0,6.685880561293537,0.0
2010-12-20,23.0,0,0,1,0,12,51,354,3.0,0,6.685880561293537,0.0
2010-12-21,22.0,0,0,0,0,12,51,355,4.0,0,6.685880561293537,13.125
2010-12-22,21.0,0,0,0,0,12,51,356,5.0,0,6.685880561293537,35.125
2010-12-23,18.0,0,0,1,0,12,51,357,0.0,0,6.685880561293537,0.0
2010-12-24,29.0,0,0,1,1,12,51,358,1.0,0,6.685880561293537,0.0
2010-12-25,28.0,0,0,2,2,12,51,359,2.0,0,6.685880561293537,0.0
2010-12-26,26.0,0,0,1,2,12,51,360,3.0,1,6.685880561293537,0.0
2010-12-27,26.0,0,0,1,0,12,52,361,4.0,1,6.685880561293537,0.0
2010-12-28,18.0,0,0,1,0,12,52,362,5.0,1,6.685880561293537,0.0
2010-12-29,23.0,0,0,0,0,12,52,363,0.0,1,6.685880561293537,0.0
2010-12-30,15.0,0,0,1,0,12,52,364,1.0,1,6.685880561293537,0.0
2010-12-31,0.0,0,1,-1,-1,12,52,365,2.0,1,6.685880561293537,0.0
2011-01-01,0.0,0,1,-1,-1,1,52,1,3.0,0,6.4162664856755125,0.0
2011-01-02,0.0,0,1,-1,-1,1,52,2,4.0,0,6.4162664856755125,0.0
2011-01-03,0.0,0,1,-1,-1,1,1,3,5.0,0,6.4162664856755125,0.0
2011-01-04,16.0,0,0,0,0,1,1,4,2.0,0,6.4162664856755125,0.0
2011-01-05,16.0,0,0,0,0,1,1,5,3.0,0,6.4162664856755125,0.0
2011-01-06,13.0,0,0,0,0,1,1,6,4.0,0,6.4162664856755125,0.0
2011-01-07,14.0,0,0,0,0,1,1,7,5.0,0,6.4162664856755125,0.0
2011-01-08,16.0,0,0,0,0,1,1,8,0.0,0,6.4162664856755125,0.0
2011-01-09,16.0,0,0,0,0,1,1,9,1.0,0,6.4162664856755125,0.0
2011-01-10,14.0,0,0,0,0,1,2,10,2.0,0,6.4162664856755125,0.0
2011-01-11,13.0,0,0,0,0,1,2,11,3.0,0,6.4162664856755125,0.0
2011-01-12,5.0,0,0,0,0,1,2,12,4.0,0,6.4162664856755125,0.0
2011-01-13,9.0,0,0,0,0,1,2,13,5.0,0,6.4162664856755125,0.0
2011-01-14,14.0,0,0,0,0,1,2,14,0.0,0,6.4162664856755125,0.0
2011-01-15,19.0,0,0,0,0,1,2,15,1.0,0,6.4162664856755125,0.0
2011-01-16,22.0,0,0,0,0,1,2,16,2.0,0,6.4162664856755125,0.0
2011-01-17,12.0,0,0,0,0,1,3,17,3.0,0,6.4162664856755125,0.0
2011-01-18,11.0,0,0,0,0,1,3,18,4.0,0,6.4162664856755125,0.0
2011-01-19,6.0,0,0,0,0,1,3,19,5.0,0,6.4162664856755125,0.0
2011-01-20,7.0,0,0,0,0,1,3,20,0.0,0,6.4162664856755125,0.0
2011-01-21,14.0,0,0,0,0,1,3,21,1.0,0,6.4162664856755125,0.0
2011-01-22,17.0,0,0,1,0,1,3,22,2.0,0,6.4162664856755125,0.0
2011-01-23,18.0,0,0,0,0,1,3,23,3.0,0,6.4162664856755125,0.0
2011-01-24,12.0,0,0,0,0,1,4,24,4.0,0,6.4162664856755125,1.375
2011-01-25,15.0,0,0,0,0,1,4,25,5.0,0,6.4162664856755125,0.0
2011-01-26,13.0,0,0,0,0,1,4,26,0.0,0,6.4162664856755125,0.0
2011-01-27,18.0,0,0,1,1,1,4,27,1.0,0,6.4162664856755125,0.0
2011-01-28,16.0,0,0,1,1,1,4,28,2.0,0,6.4162664856755125,0.0
2011-01-29,23.0,0,0,2,1,1,4,29,3.0,0,6.4162664856755125,0.0
2011-01-30,28.0,0,0,2,1,1,4,30,4.0,0,6.4162664856755125,0.0
2011-01-31,23.0,0,0,1,0,1,5,31,5.0,0,6.4162664856755125,0.0
2011-02-01,22.0,0,0,1,1,2,5,32,0.0,0,6.434762924074893,0.0
2011-02-02,14.0,0,0,1,1,2,5,33,1.0,0,6.434762924074893,0.0
2011-02-03,12.0,0,0,0,0,2,5,34,3.0,0,6.434762924074893,0.0
2011-02-04,16.0,0,0,0,0,2,5,35,4.0,0,6.434762924074893,0.0
2011-02-05,24.0,0,0,1,1,2,5,36,5.0,0,6.434762924074893,0.0
2011-02-06,17.0,0,0,1,1,2,5,37,0.0,0,6.434762924074893,1.875
2011-02-07,15.0,0,0,0,0,2,6,38,1.0,0,6.434762924074893,0.0
2011-02-08,7.0,0,0,0,0,2,6,39,2.0,0,6.434762924074893,0.25
2011-02-09,9.0,0,0,0,0,2,6,40,3.0,0,6.434762924074893,4.375
2011-02-10,21.0,0,0,0,0,2,6,41,4.0,0,6.434762924074893,0.0
2011-02-11,29.0,0,0,2,1,2,6,42,5.0,0,6.434762924074893,9.375
2011-02-12,21.0,0,0,2,1,2,6,43,0.0,0,6.434762924074893,1.75
2011-02-13,25.0,0,0,1,1,2,6,44,1.0,0,6.434762924074893,0.0
2011-02-14,8.0,0,0,0,0,2,7,45,2.0,0,6.434762924074893,18.5
2011-02-15,13.0,0,0,0,0,2,7,46,3.0,0,6.434762924074893,2.25
2011-02-16,10.0,0,0,0,0,2,7,47,4.0,0,6.434762924074893,0.0
2011-02-17,17.0,0,0,0,0,2,7,48,5.0,0,6.434762924074893,0.5
2011-02-18,22.0,0,0,1,0,2,7,49,0.0,0,6.434762924074893,58.0
2011-02-19,25.0,0,0,2,2,2,7,50,1.0,0,6.434762924074893,0.0
2011-02-20,24.0,0,0,2,1,2,7,51,2.0,0,6.434762924074893,1.5
2011-02-21,26.0,0,0,0,0,2,8,52,3.0,0,6.434762924074893,0.125
2011-02-22,15.0,0,0,1,0,2,8,53,4.0,0,6.434762924074893,0.0
2011-02-23,21.0,0,0,1,0,2,8,54,5.0,0,6.434762924074893,0.0
2011-02-24,23.0,0,0,1,1,2,8,55,0.0,0,6.434762924074893,0.0
2011-02-25,29.0,0,0,2,1,2,8,56,1.0,0,6.434762924074893,0.0
2011-02-26,32.0,0,0,3,2,2,8,57,2.0,0,6.434762924074893,0.0
2011-02-27,33.0,0,0,2,2,2,8,58,3.0,0,6.434762924074893,0.0
2011-02-28,30.0,0,0,2,1,2,9,59,4.0,0,6.434762924074893,32.5
2011-03-01,28.0,0,0,1,1,3,9,60,5.0,0,6.804094318296044,9.125
2011-03-02,21.0,0,0,0,0,3,9,61,0.0,0,6.804094318296044,0.5
2011-03-03,20.0,0,0,0,0,3,9,62,1.0,0,6.804094318296044,0.0
2011-03-04,12.0,0,0,1,1,3,9,63,2.0,0,6.804094318296044,0.0
2011-03-05,27.0,0,0,2,1,3,9,64,4.0,0,6.804094318296044,0.0
2011-03-06,21.0,0,0,1,1,3,9,65,5.0,0,6.804094318296044,0.0
2011-03-07,22.0,0,0,0,0,3,10,66,0.0,0,6.804094318296044,25.5
2011-03-08,21.0,0,0,0,0,3,10,67,1.0,0,6.804094318296044,0.375
2011-03-09,15.0,0,0,0,0,3,10,68,2.0,0,6.804094318296044,0.0
2011-03-10,21.0,0,0,0,0,3,10,69,3.0,0,6.804094318296044,0.0
2011-03-11,17.0,0,0,0,0,3,10,70,4.0,0,6.804094318296044,0.0
2011-03-12,25.0,0,0,2,2,3,10,71,5.0,0,6.804094318296044,0.0
2011-03-13,17.0,0,0,2,1,3,10,72,0.0,0,6.804094318296044,0.0
2011-03-14,27.0,0,0,1,1,3,11,73,1.0,0,6.804094318296044,0.0
2011-03-15,31.0,0,0,1,1,3,11,74,2.0,0,6.804094318296044,0.0
2011-03-16,34.0,0,0,2,2,3,11,75,3.0,1,6.804094318296044,0.0
2011-03-17,34.0,0,0,2,2,3,11,76,4.0,1,6.804094318296044,0.0
2011-03-18,42.0,0,0,2,2,3,11,77,5.0,1,6.804094318296044,0.0
2011-03-19,40.0,0,0,3,3,3,11,78,0.0,1,6.804094318296044,0.0
2011-03-20,41.0,0,0,5,3,3,11,79,1.0,1,6.804094318296044,0.0
2011-03-21,39.0,0,0,3,2,3,12,80,2.0,1,6.804094318296044,23.5
2011-03-22,39.0,0,0,3,3,3,12,81,3.0,1,6.804094318296044,13.5
2011-03-23,37.0,0,0,5,4,3,12,82,4.0,1,6.804094318296044,3.0
2011-03-24,36.0,0,0,5,3,3,12,83,5.0,1,6.804094318296044,0.0
2011-03-25,35.0,0,0,4,5,3,12,84,0.0,1,6.804094318296044,0.5
2011-03-26,40.0,0,0,5,5,3,12,85,1.0,1,6.804094318296044,0.0
2011-03-27,35.0,0,0,5,4,3,12,86,2.0,1,6.804094318296044,0.0
2011-03-28,49.0,0,0,3,2,3,13,87,3.0,1,6.804094318296044,0.0
2011-03-29,37.0,0,0,3,2,3,13,88,4.0,1,6.804094318296044,0.0
2011-03-30,38.0,0,0,4,3,3,13,89,5.0,1,6.804094318296044,0.25
2011-03-31,34.0,0,0,4,4,3,13,90,0.0,1,6.804094318296044,0.0
2011-04-01,48.0,0,0,4,2,4,13,91,1.0,1,6.498285205580142,0.0
2011-04-02,29.0,0,0,5,4,4,13,92,2.0,0,6.498285205580142,0.0
2011-04-03,28.0,0,0,3,3,4,13,93,5.0,0,6.498285205580142,0.0
2011-04-04,23.0,0,0,2,1,4,14,94,0.0,0,6.498285205580142,0.0
2011-04-05,25.0,0,0,1,1,4,14,95,1.0,0,6.498285205580142,0.0
2011-04-06,31.0,0,0,0,0,4,14,96,2.0,0,6.498285205580142,0.0
2011-04-07,28.0,0,0,0,0,4,14,97,3.0,0,6.498285205580142,0.0
2011-04-08,37.0,0,0,0,0,4,14,98,4.0,0,6.498285205580142,0.0
2011-04-09,39.0,0,0,3,2,4,14,99,5.0,0,6.498285205580142,0.5
2011-04-10,29.0,0,0,2,1,4,14,100,0.0,0,6.498285205580142,0.0
2011-04-11,14.0,0,0,0,0,4,15,101,1.0,0,6.498285205580142,6.0
2011-04-12,13.0,0,0,0,0,4,15,102,2.0,0,6.498285205580142,0.25
2011-04-13,10.0,0,0,0,0,4,15,103,3.0,0,6.498285205580142,0.0
2011-04-14,16.0,0,0,0,0,4,15,104,4.0,0,6.498285205580142,0.0
2011-04-15,32.0,0,0,0,0,4,15,105,5.0,0,6.498285205580142,0.0
2011-04-16,25.0,0,0,2,2,4,15,106,0.0,0,6.498285205580142,0.0
2011-04-17,24.0,0,0,2,1,4,15,107,1.0,0,6.498285205580142,0.0
2011-04-18,16.0,0,0,0,0,4,16,108,2.0,0,6.498285205580142,0.0
2011-04-19,16.0,0,0,0,0,4,16,109,3.0,0,6.498285205580142,21.875
2011-04-20,11.0,0,0,0,0,4,16,110,4.0,0,6.498285205580142,0.0
2011-04-21,7.0,0,0,0,0,4,16,111,5.0,0,6.498285205580142,0.0
2011-04-22,25.0,0,0,1,1,4,16,112,0.0,0,6.498285205580142,0.0
2011-04-23,26.0,0,0,3,2,4,16,113,1.0,0,6.498285205580142,35.125
2011-04-24,24.0,0,0,2,1,4,16,114,2.0,0,6.498285205580142,0.25
2011-04-25,19.0,0,0,1,1,4,17,115,3.0,0,6.498285205580142,0.125
2011-04-26,29.0,0,0,1,1,4,17,116,4.0,0,6.498285205580142,0.0
2011-04-27,20.0,0,0,1,1,4,17,117,5.0,0,6.498285205580142,1.125
2011-04-28,23.0,0,0,1,1,4,17,118,0.0,0,6.498285205580142,2.375
2011-04-29,22.0,0,0,2,1,4,17,119,1.0,0,6.498285205580142,0.0
2011-04-30,21.0,0,0,3,3,4,17,120,2.0,0,6.498285205580142,0.0
2011-05-01,19.0,0,0,1,1,5,17,121,3.0,0,6.842312470354458,2.625
2011-05-02,21.0,0,0,1,0,5,18,122,4.0,0,6.842312470354458,0.0
2011-05-03,15.0,0,0,2,1,5,18,123,0.0,0,6.842312470354458,6.5
2011-05-04,18.0,0,0,1,0,5,18,124,1.0,0,6.842312470354458,0.0
2011-05-05,15.0,0,0,1,0,5,18,125,2.0,0,6.842312470354458,0.0
2011-05-06,18.0,0,0,0,0,5,18,126,3.0,0,6.842312470354458,0.0
2011-05-07,14.0,0,0,1,0,5,18,127,4.0,0,6.842312470354458,2.25
2011-05-08,6.0,0,0,0,0,5,18,128,5.0,0,6.842312470354458,0.0
2011-05-09,11.0,0,0,0,0,5,19,129,0.0,0,6.842312470354458,0.0
2011-05-10,7.0,0,0,0,0,5,19,130,1.0,0,6.842312470354458,6.25
2011-05-11,6.0,0,0,0,0,5,19,131,2.0,0,6.842312470354458,44.375
2011-05-12,11.0,0,0,0,0,5,19,132,3.0,0,6.842312470354458,16.5
2011-05-13,5.0,0,0,0,0,5,19,133,4.0,0,6.842312470354458,6.75
2011-05-14,21.0,0,0,1,1,5,19,134,5.0,0,6.842312470354458,0.0
2011-05-15,20.0,0,0,1,0,5,19,135,0.0,0,6.842312470354458,0.0
2011-05-16,17.0,0,0,0,0,5,20,136,1.0,0,6.842312470354458,0.0
2011-05-17,7.0,0,0,0,0,5,20,137,2.0,0,6.842312470354458,5.125
2011-05-18,11.0,0,0,0,0,5,20,138,3.0,0,6.842312470354458,0.0
