item_id,timestamp,mean,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
H1,2015-04-13,51.39854567406056,41.60061081697584,44.92192133356831,47.29231455972364,49.300726490464235,51.2792972838628,53.496115471823146,55.43061549727504,57.87258508031819,61.39062859480495
H1,2015-04-14,47.64818620942598,36.704970972051555,40.34437891418289,43.13723516483083,45.230596960161634,47.4754519488669,49.60597330796401,51.992149596474135,54.93464473834216,58.880386699180775
H1,2015-04-15,41.993521010558695,31.68872254603162,35.54638640187167,38.155760409529556,39.927014427781636,41.89503887860069,44.14899253245319,45.876759240295726,48.40056839619274,51.9133094710422
H1,2015-04-16,45.90230683140496,34.85127855849696,38.554359840076415,41.43212888591166,43.673526253775705,45.92636708073357,47.86957203008218,50.1499832605561,53.01790013544712,56.88438063653952
H1,2015-04-17,50.8168850410727,40.1669677540052,44.103131215892674,46.74572634878943,48.94261640831024,50.76745419390473,52.84086456746614,54.76069244932887,57.24397604925139,61.11923429301448
H1,2015-04-18,54.32165683474852,44.288780469558446,47.55697848784291,50.06956837712508,52.354742640886684,54.30874217715574,56.11928620805371,58.28738741273329,60.90183258003059,64.48432064500696
H1,2015-04-19,50.493161635794934,39.25646763993167,42.99198620277849,45.944715029870174,48.263463382247636,50.4306072763589,52.64059689648335,54.764459518117405,57.468967424646344,61.99816999323047
H1,2015-04-20,46.53140025410177,35.74444696851978,39.41159624182802,42.111343711961695,44.157068236033616,46.41667418751241,48.558305142424445,50.86316777379617,53.96100346071146,57.72934449312919
H1,2015-04-21,45.603126254601435,34.885166216308015,38.914244718362724,41.601121820453386,43.90357993460131,45.91963454775329,47.90893955000438,49.9241821928846,52.1587735283737,55.41310537401057
H1,2015-04-22,44.95210169432626,35.05556703031384,38.944818550404285,41.35243586838911,43.27186166593762,44.86631010649667,46.69610796378849,48.89901273663304,51.084125438834164,54.63583847816594
H1,2015-04-23,47.61759830522418,37.302399902641156,40.97533310641256,43.47173913745002,45.514740032760564,47.63078571367144,49.728781916051446,51.73466819115325,54.32044900284561,58.07376026218952
H1,2015-04-24,53.36088698993096,41.85940791870975,46.39278307618794,48.98085895193358,51.37933269096813,53.2862867702044,55.40429422087013,57.6194955981493,60.23131939488493,64.57522283071395
H1,2015-04-25,57.83236558271702,46.58285461225233,50.53114198950665,53.33935916332826,55.981249017289024,57.87838704420383,59.925294854138656,62.15772416351324,65.10639753698084,69.17304400313287
H1,2015-04-26,61.080751978814774,49.27675971816304,53.921153127155804,56.58810373188757,58.93274761760672,61.01791151708382,63.230929763789916,65.46690246115458,68.39805756799205,72.82643182338985
H1,2015-04-27,60.80893768286464,50.72033604897091,54.26375799216595,56.6698846945741,58.83039825411076,60.8259731671786,62.696603393356796,64.54018236732216,67.64229724798349,71.03145092640803
H1,2015-04-28,57.75032565140856,47.09345162539765,50.72493206596581,53.511232637052,55.50439213838993,57.52114722275866,59.590153169248964,61.700308482049294,64.44691951227244,68.73766117949467
H1,2015-04-29,56.27825580731215,46.6067716972153,49.723986617237244,52.39846277832194,54.383616027054174,56.227152215393204,57.94896141398613,60.000400749754505,62.73063777128231,66.39308307994561
H1,2015-04-30,57.036946112643605,46.24746031741965,49.76718622014019,52.62463580912155,54.82895342092841,56.71451645566118,58.6842083470529,60.9939565618871,64.01896410565666,68.2494177000276
H1,2015-05-01,51.992222250421364,41.417255031526196,45.08217615591762,47.41371038741131,49.94427575956377,51.885861814935524,53.94288704686673,56.38869699833438,59.09562414364643,62.84639812944227
H1,2015-05-02,53.542694736722034,43.32973784088673,47.064344272492576,49.47136788450727,51.358011788618626,53.55661647439293,55.9346638042865,57.900307227746,60.38112687361995,64.00355927110715
H1,2015-05-03,44.34368693808972,34.137533474834015,37.67862503690836,40.37442369929511,42.39893679889843,44.22461688498913,46.2584340064497,48.39440969913164,51.016615460288534,54.890338371926475
H1,2015-05-04,40.36361550197041,30.309186783408684,33.803268718945304,36.271101138812924,38.4124548042317,40.38681172236836,42.43656851614588,44.58307297654758,46.806901385261014,50.48853791865225
H1,2015-05-05,34.4403585809581,24.270204302298872,27.82509492833254,30.208906164236947,32.36339781766971,34.24136537493393,36.640006445610624,38.593356741621506,41.09652460975858,44.563881523405165
H1,2015-05-06,32.446292056624515,22.84172175514978,26.204871743200425,28.651111412531595,30.70520129691586,32.529283656661136,34.53538882638871,36.22128866064785,38.494259296547014,42.00163178253772
H1,2015-05-07,30.389635904192183,20.05718550003714,23.669711713818934,26.43420262351413,28.68245265349313,30.405565126299116,32.32661079612659,34.29754282531213,36.68867810794738,40.94756901060247
H1,2015-05-08,32.26707767219547,22.471974075964074,25.769896773916386,28.315445529967484,30.556262383591342,32.34012244911197,34.03306659628238,35.99839674221886,38.46830338935273,42.010852370950666
H1,2015-05-09,45.00741690190479,35.03411034101565,38.669457192160216,41.03313339760955,43.07575171691781,44.931349931079595,46.774442852348926,48.84769652856026,51.300741315781444,54.72134932110082
H1,2015-05-10,39.01938481829997,29.850393631666954,33.20252877198157,35.54640256147495,37.04548437493207,39.00426908038493,40.98587139753213,42.65303687874437,44.77679333768661,48.053022916554085
H1,2015-05-11,35.92585087852562,26.896030332705802,30.036693034089677,32.281539658733166,34.02832250076641,35.86218691902245,37.66033337310613,39.6006098197994,41.98549445790114,44.9563552088303
H1,2015-05-12,30.422246273911487,21.13049338975341,24.476399919034602,26.87415293592511,28.712232237980373,30.393701371109973,31.966312157300486,34.15612395180265,36.42074021942558,39.28759706608958
H1,2015-05-13,30.710812583497187,21.91382409972367,25.14429484387783,27.185349622787648,28.985642322783725,30.589581981232783,32.28336157498457,34.3728142881795,36.64256565179086,39.56558669749683
H1,2015-05-14,33.485991668278615,24.080567425434445,27.38079506013618,29.76785849716653,31.631322676853557,33.45223302798931,35.199019281300956,37.1914455009355,39.39947303594253,42.811354475423315
H1,2015-05-15,41.163138056491235,31.439986618184783,35.14474116111985,37.53453251135515,39.41795126958523,41.18944802353225,42.94009221171389,44.60176166421887,46.76450747841291,50.35555137948702
H1,2015-05-16,49.85374278800957,39.93745428509777,43.32858840427923,45.898020652298634,47.78369314746147,49.86468715446465,51.98659712750175,53.830700866561074,56.300925951723414,59.4449153718082
H1,2015-05-17,48.612110563777335,39.05818406652048,42.567193082388044,44.99856090269472,46.906279269942814,48.762782522700675,50.58557005051347,52.396231313650844,54.45459779690613,57.539406277953134
H1,2015-05-18,40.471765986813246,31.042981874694526,34.60742040212942,37.02889870617139,38.803028785065315,40.63967847002858,42.22525336403724,44.141717904143334,46.537351634210694,49.92924496701973
H1,2015-05-19,34.003993706689066,24.663202861283143,28.006011431046858,30.323237396317886,32.19845856646623,33.992981152520365,35.7253232194705,37.81988161457917,40.183369844101904,43.43938451432949
H1,2015-05-20,33.54049509777121,23.874296021586698,27.759278218427383,30.07238849964677,31.783068887140693,33.32581871761374,35.134004958990715,36.943963558078266,39.534666736712815,43.301181841039465
H1,2015-05-21,35.51002144739889,26.846841497399197,29.803602065977522,31.914102791622987,33.82743646538525,35.60482859537863,37.43376610691803,39.125582933069815,41.220507534523996,44.22465474937307
H1,2015-05-22,44.371684685907425,34.80377193432342,38.06218524198347,40.65253767711273,42.67032784909502,44.313908234796585,46.17592510006663,48.08678048620601,50.53135664951522,53.61331636678219
H1,2015-05-23,50.15626869046355,40.57405364796372,44.03160387369365,46.300978736520634,48.133466242307534,50.03025016629363,51.73786992859759,53.93649732314792,56.33576691940386,59.65365893247204
H1,2015-05-24,51.33167337660406,41.27529274432058,44.85490245662734,47.293176004971755,49.42179567495546,51.317178480669,52.9965168604182,55.114245092871386,57.664819275599946,61.717258091376564
H1,2015-05-25,48.66983175960277,38.79040053727975,42.11693383895632,44.54712420510018,46.70209850222915,48.739445216328846,50.67773830913642,52.86200757391676,55.378164765545854,58.79815981916029
H1,2015-05-26,42.762128827828974,33.106353069571824,36.50960509389493,38.9749550749729,40.85025631761206,42.70594024445495,44.57662785248071,46.5799863365597,48.79238970241855,52.864431113490916
H1,2015-05-27,41.65777707545251,31.24608208304896,34.983789501560715,37.80274109229141,39.917819625742005,41.759998564405144,43.6939638876508,45.49629613470918,47.9022573937901,51.86931227972434
H1,2015-05-28,44.63955028971517,34.80782631577991,38.802885211168686,40.948995773138854,43.097469173332435,44.81180389841878,46.38687880828906,48.30580017791929,50.49457836722405,53.81015837886954
H1,2015-05-29,50.70480624520164,40.6313884992669,44.384999879074016,47.049653597512304,48.929354928483185,50.74896041237693,52.452351144073404,54.550336128303556,57.141290849244285,60.18916535351735
H1,2015-05-30,58.651636796117856,47.37970017971629,51.63607927918326,54.57900703921949,56.87125472263527,58.879561143041684,60.80365669079795,63.040552163215196,65.62401003265694,69.82970801792713
H1,2015-05-31,60.252497537685954,49.878088391201075,53.60481347352102,56.217111640841,58.319884718184106,60.38805471236857,62.39589097776276,64.5137158968417,66.96373636564485,70.29861908269989
H1,2015-06-01,50.856735225473145,40.15680432010711,43.89258185995257,46.509346016486305,48.91402053692463,50.83851050928662,52.707772248311215,54.976121886242225,57.76399524229988,61.728718514262034
H1,2015-06-02,37.65722123061539,25.848793889108787,30.208486798038425,32.75067769449315,35.29754799851726,37.79149666701676,40.050436857351585,42.578628257795984,45.38492828892477,49.301227252160444
H1,2015-06-03,32.04128779989362,20.27739486835069,24.16733900766622,27.212076928438268,29.758670091748144,31.85570277792096,34.27813462447891,36.73746301155893,39.969086766071214,44.14473766388589
H1,2015-06-04,29.833317332609646,19.72344559247309,23.507550255202275,25.67513845287727,27.682555893532147,29.601523928984157,31.660371906376476,33.886955625870456,36.413810819929125,39.96744434847251
H1,2015-06-05,36.97799773317725,27.465022815870952,30.799754771913207,33.09880512879847,35.10768571122929,36.80817408663184,38.659075736799394,40.96161529101671,43.33718275300451,46.39344323916761
H1,2015-06-06,43.477827907742444,32.69957993688045,36.64711210432192,39.341013787483675,41.471118963102924,43.47422778719801,45.59105941250159,47.60823476710643,50.341909914471074,54.23193099068025
H1,2015-06-07,36.38703622390824,25.405803973305332,29.274550803696503,31.81281881492764,34.111265834604026,36.01971091796952,38.33007012105548,40.79703997550969,43.55713048696971,47.84173510926152
H1,2015-06-08,31.24378645004415,20.550389341667078,24.40337338865318,26.86185817998126,29.090375132842674,31.12350284637594,33.27564696882949,35.515569389677964,38.04514321031818,42.08913582511434
H1,2015-06-09,24.95445245506469,14.252828821428464,18.218389129005594,21.082453252175732,23.05480333442253,25.022462070009148,27.007109798286805,29.277752755823524,31.892171407420786,35.75343586519781
H1,2015-06-10,25.401296775016977,16.17964907850802,19.421384332234993,21.654323315199196,23.64963752185828,25.263482253227426,27.111903209877337,29.19613443351945,31.418886267435806,35.028092381644036
H1,2015-06-11,29.142028873676644,20.194704373582134,23.13783177726227,25.441044812357376,27.214545996435774,29.02295595955311,30.711596826295935,32.53800976879719,35.00647906571785,38.087471297507726
H1,2015-06-12,40.14872077390304,30.713538282183524,34.1002011714084,36.6657436151598,38.52391890384021,40.04391482755294,41.87078168861308,43.59152678625345,46.04383566372067,49.14404149117797
H1,2015-06-13,51.92185117801701,41.26299887819328,45.118154373540634,47.686988880114214,49.935097048461365,51.97697546085392,53.8255650701459,55.88939951870545,58.710639668742175,62.39128754613908
H1,2015-06-14,48.51954182652169,39.1060334957605,42.247539861707715,44.693407738880076,46.590407362186205,48.241801348006064,50.11299509082971,52.1142854379365,54.434205362838355,58.265460969660815
H1,2015-06-15,40.4497646238307,30.459504702935472,34.08837635850582,36.66354297989805,38.58180712544887,40.58972157497206,42.55141572191346,44.44547990484832,46.973525478266914,50.14978020382932
H1,2015-06-16,35.27154384238166,26.670815983338482,29.679795068294005,31.902614286227028,33.54729610336997,35.16353784186286,36.72398629498588,38.85200193819388,40.82899872646992,43.91768161925626
H1,2015-06-17,32.893201510551506,22.42500612356991,26.224411544269035,28.794559294334924,30.88394970270567,32.81689612114721,34.76069416121655,37.170309331550186,39.69806864243761,43.3687518722798
H1,2015-06-18,37.7694755454155,26.51602768206393,30.26240161833968,33.03216077858041,35.64385841056778,37.702728833684546,39.85769291143388,42.420955809076766,45.359702481906,48.878562389632556
H1,2015-06-19,46.341328030214264,35.86746785530578,39.591521174108536,41.89829894366055,44.076475610975535,46.46431482373233,48.59092666718065,50.682708070823765,53.26447306113994,57.079143559813296
H1,2015-06-20,53.96669884412418,41.95054504348526,46.502843868563545,49.40466112955646,51.59415004777715,53.8100254127277,56.11098760018802,58.53213783814137,61.526206876783206,66.22003287776481
H1,2015-06-21,51.68009247065595,41.79871961405583,45.50209534764221,47.84456749771623,49.847319226908965,51.54295696497968,53.38576286253526,55.78400809911325,58.03644385697535,61.46813780497824
H1,2015-06-22,45.60209520034243,35.54200320234552,39.278788444428656,41.60289387867297,43.747061820897045,45.57416017226626,47.482305581740945,49.562119104256766,52.275383741076766,55.7323816811427
H1,2015-06-23,38.64553764367226,27.74315757753771,31.891230810895177,34.531883647126065,36.712561908884425,38.838790207148826,40.67262744363039,42.815266259511674,45.64280469106422,49.09157525108185
H1,2015-06-24,39.539657077897076,28.229474891270662,32.47893685208944,35.21741841338586,37.48152596764185,39.636660537827495,41.91054973333358,44.09761828421739,47.03198240433643,50.817896896969785
H1,2015-06-25,42.97678916795248,31.08397113142584,35.41343741215441,38.38971731228064,40.71081569910459,42.94836776597494,45.24748737778243,47.52048529310981,50.3565569489123,54.730672115367796
H1,2015-06-26,54.501664360691194,41.47639108025439,46.25294291298856,49.3582879323294,52.289781880947054,54.52923794620145,56.786184875255884,59.23895339052393,62.68700079862819,67.75758162878363
H1,2015-06-27,62.4552717200052,49.696445021985255,54.02558816836731,57.51445494926493,60.181125414906404,62.506375311924145,64.87949441441674,67.44900120284264,70.82478414432374,75.29852625158227
H1,2015-06-28,61.15284273154805,48.756028844376374,53.06212624255158,56.22165400619738,58.774112111270405,61.02033731467793,63.414908465351076,66.14295946974661,69.24791322063606,73.37723230231347
H1,2015-06-29,57.373925664576575,44.73701043022794,49.46362341329814,52.76885780168554,55.51554551668323,57.574365117701575,59.7432330127873,62.10178863244808,65.24353654012259,69.27143908160343
H1,2015-06-30,54.1057300144491,41.23596937238683,45.63088063644899,48.86677201815364,51.53935016990506,54.068016963606816,56.38197018385275,59.01976592593621,62.33739577962572,67.00219496788222
H1,2015-07-01,50.036174823774545,37.09277400173228,41.622670465274844,45.09906550082999,47.516152019692036,50.06074433518812,52.7809810484198,55.20939817183506,58.4024293882679,62.568202507389074
H1,2015-07-02,42.683939870972964,30.28696424776966,34.85895699319609,37.829262609682864,40.484553701899976,42.69298165716681,44.932531581656676,47.70841216857898,50.65810244578658,54.8638489677633
H1,2015-07-03,43.407380567410925,31.164834078572643,35.34745663408138,38.2787263097442,41.150514553001166,43.504219518521765,45.91889431360168,48.314072849979986,51.17868951241344,55.69003955167157
H1,2015-07-04,49.24169135581393,36.67683818093807,41.264787411624226,44.246298852764234,46.88566160283488,49.18599391471285,51.52329946458215,54.089465565101406,57.34874013452206,61.99929546147591
H1,2015-07-05,42.02240149338875,30.146135407602202,34.54377566282043,37.523538692845634,40.02232418742474,42.17540900071297,44.29364846182834,46.70435664966001,49.459531285520185,53.510807757855716
H1,2015-07-06,33.312717375653655,22.479123496712035,26.119912569676423,28.847927172776462,30.87293898442129,33.22871821870175,35.167061330087925,37.57977894465023,40.10081045830326,44.53157112130975
H1,2015-07-07,29.654090152451737,19.701924207863122,23.372485930473772,25.86297650696595,27.938260899509324,29.676390395829422,31.50735221903856,33.46609546434988,35.848441995965956,39.61737427063959
H1,2015-07-08,28.569987316994485,18.467174720390286,22.191665947947953,24.840568980080388,26.77587431180576,28.629337330727395,30.372930631097397,32.40310867591176,34.89088652493872,38.504312126351984
H1,2015-07-09,33.75973361587174,23.114634280456904,26.91905739311984,29.622285878717772,31.922124985290424,34.02593368148453,35.764604562203175,37.96626552050618,40.40269360250914,43.66490875885799
H1,2015-07-10,41.29686254186013,30.691262969277957,34.10778172106454,36.57614607281442,39.03156643686442,41.256827294057395,43.273446622167114,45.383500031413654,48.022060916366655,52.19446240817399
H1,2015-07-11,50.29603726607753,38.8878684344205,43.038123321702315,45.94029954208166,48.077807832228814,50.099697658838764,52.44536468424022,55.013398277274334,57.555476374103264,61.878019917619824
H1,2015-07-12,47.875927476468384,37.511293211825176,40.93245365836233,43.758647725528974,45.68995316025959,47.826100854459106,49.65158174911333,51.96718598526607,54.531349212512666,58.91833664727004
H1,2015-07-13,42.30606789310071,31.603062600770627,35.607855936166445,38.15832633088692,40.413208298644804,42.39926380832288,44.400217618171844,46.85392375318132,49.11725401690509,52.45534913490894
H1,2015-07-14,36.69675742515446,27.15376130234123,30.333461335347902,32.78683144495357,34.71563011777697,36.64813815482975,38.498993789004714,40.64835253568066,42.90895955515266,46.19860870009781
H1,2015-07-15,34.375711087290775,23.64852335958862,27.603765070001344,30.249361852806338,32.264070627659734,34.11594736963941,36.30171598021039,38.373766807523495,41.124445386974614,45.39113424094202
H1,2015-07-16,35.243165475987176,25.093040839406008,28.517391093478167,31.166682826226456,33.36124432437084,35.31207893576501,37.14992197573279,39.31930575666831,41.633830624639984,45.27026564891478
H1,2015-07-17,44.62684285967142,33.47720149488384,37.42138142558544,40.22054565040907,42.470565040905726,44.61157167284281,46.550746248734356,48.96022785274724,51.405907446986156,56.050622913500135
H1,2015-07-18,52.27351041012201,39.94267505596012,44.220339898403864,47.37454616210837,50.030301728505506,52.405429317287535,54.53419612726097,56.95488909447597,60.04341723852106,64.82053204930281
H1,2015-07-19,51.52097621048396,40.114999445197085,44.29898248730771,47.1051133818164,49.37160455685424,51.40562262619441,53.24445598789298,55.59257691604361,58.475402775914844,62.696504729768634
H1,2015-07-20,43.81872552584443,33.1083500532183,37.14331612667475,39.539656818235656,41.62397285154546,43.627826630580756,45.55674664229733,47.97623079885237,50.6994517070118,54.61517868859507
H1,2015-07-21,39.91710464014115,29.28329871916181,33.04691572822782,35.99769189061809,38.04174729008351,39.90680972589554,41.99713671096295,44.200245197662866,46.957991002692296,50.916289417779424
H1,2015-07-22,35.68839114324082,24.33259611276061,28.734109908312146,31.303324285867088,33.40456213165981,35.67334406987656,37.86160609346625,40.01785783429376,43.005472022639715,47.481602250381194
H1,2015-07-23,36.13860334878726,24.713426355723577,28.922810550996587,31.578147728487345,34.03880152749953,36.24065603738589,38.31655973397879,40.64549108273463,43.35500316028032,47.388587985741324
H1,2015-07-24,46.72921924851795,36.45572375222651,40.142438284221555,42.8242971156358,44.88427258432293,46.732267191633184,48.758201690758625,50.770017083304396,53.08236097254945,56.75958048463177
H1,2015-07-25,53.29420432280092,43.48111614945171,46.73193869732032,49.14693535008662,51.21552704576276,53.118876068101216,54.7819721187905,57.065897276228114,59.62769444703031,63.814491115992666
H1,2015-07-26,54.91818008404735,42.759037330343844,47.02749377865032,50.12416330239219,52.816049628290116,54.78836021405223,56.90968145807852,59.51243022980774,62.69221819227032,67.00758540336366
H1,2015-07-27,50.516086380387435,37.386780800380826,42.3685944173416,45.24369724737633,47.984372484729974,50.189418594742904,52.770933363203085,55.663691997468355,58.81354506019963,63.76860048319067
H1,2015-07-28,49.100826152982776,35.31065840538497,40.17713516505296,43.56137107947792,46.29050117529376,48.815617450895374,51.66258641051799,54.513809707017415,57.931429944562495,62.731415577216325
H1,2015-07-29,48.41926272041866,36.28685294332523,40.50407679390182,43.341935108827414,45.830485855970196,48.21662790901729,50.66506158422626,53.17231817624818,56.5230940097895,60.486989060164674
H1,2015-07-30,53.79597378156683,42.53065217034824,46.84233319944104,49.346954312994825,51.56259881574415,53.760627750377864,55.805310146467875,58.06203083253629,60.93178666212401,65.08462846544776
H1,2015-07-31,57.1647417421522,45.777862566189064,49.55799956203674,52.439566600188556,54.646567875637196,56.919613110560405,59.11428682067283,61.398162352255504,64.40307619597982,68.56435294707653
H1,2015-08-01,56.64895292749401,44.62953464231833,48.82652119374119,52.15380747892563,54.53758977911792,56.75857969751354,58.930570306369354,61.19366750600623,64.39686216597704,68.90899087209351
H1,2015-08-02,54.260536232955275,38.898964775053855,44.790683320833764,48.566893797370945,51.57415624791367,54.203423539168654,57.433396930887504,60.353295184652886,64.02888586825183,68.97074336437964
H1,2015-08-03,42.982307146787534,30.269117477220384,34.933347743811595,38.12777261917324,40.60023965673952,42.98991985201825,45.385762213892434,48.04882034833676,51.17599854820708,55.512719649988114
H1,2015-08-04,37.4205533627678,26.19969780986999,30.562259481112633,33.31846895723855,35.20349094296243,37.36346021930466,39.4933465545916,41.81037895253166,44.48332956139379,48.43015741839693
H1,2015-08-05,34.89769290240859,24.647429724525246,28.543391164801246,30.75630114304024,33.01963941464872,34.80361436160659,36.9581954925702,39.108260381991784,41.81408479847846,45.04414576992817
H1,2015-08-06,36.587307087481825,27.12281502394537,30.300231202891936,32.69700538233514,34.92333259828794,36.534978500903456,38.495980339569385,40.40063559278415,42.553982972453184,45.90103158624472
H1,2015-08-07,37.71961094656595,28.084598176186503,31.39543364251493,33.68529836288609,35.86803657695288,37.663977401644075,39.59525748643658,41.33939468350509,43.902464445761616,47.56847969877218
H1,2015-08-08,46.076599915960514,35.628972625747274,39.40761436491273,42.01679460427717,44.20974542769852,46.202581246832096,48.09715690170481,50.36298560903728,52.64001848855371,56.26949721998296
H1,2015-08-09,38.596574058618366,28.26009870286064,31.890102370326197,34.51448459334203,36.54510844110914,38.585680713739215,40.448986150202906,42.69608381579533,45.16793870650526,49.0701992251671
H1,2015-08-10,36.266975153924164,25.81522473452336,29.544886439146893,31.914666318165388,34.26395473012535,36.201047648431,38.14134372034688,40.3651226318033,42.975503335177876,47.104905258917626
H1,2015-08-11,32.843054879206896,22.777665509547084,26.086074916437617,28.78142996642181,31.00678577905555,32.86359416295934,34.745761700610686,36.76410557514933,39.549828896007554,43.27899702711073
H1,2015-08-12,26.797969805632604,16.437824045496885,20.06090373646459,22.456853057023267,24.563686977302442,26.56295417491056,28.471208417806764,30.897728512478636,33.493102338271086,37.03074854611501
H1,2015-08-13,34.12973190064688,21.692629760010604,26.39823975480737,29.37977602720119,31.903476131273834,34.25393701310416,36.63870775897867,38.87325333347978,41.5880945832906,45.95887024085287
H1,2015-08-14,38.603235576248366,25.46281414185625,30.355114432225754,33.41812507236076,35.97562793542488,38.49252924690266,40.97524324148591,44.0771756451842,46.99030778342711,51.620508330907214
H1,2015-08-15,42.90047943719402,29.40313101129857,34.05872643606641,37.44154748181269,40.35099688583227,42.917130590758475,45.55034908496081,48.27899113691434,51.658341523404644,56.53494572579089
H1,2015-08-16,41.83232119072057,28.87261844303817,33.32222191383863,36.612879177770665,39.15571417102009,41.64016726005651,44.33141842572257,47.06721272759626,50.20842469619442,54.797664206728776
H1,2015-08-17,38.746873776187506,26.63456603604392,31.184341004261476,33.96213923744001,36.483902515724985,38.70540515588721,41.161908406401004,43.460079641763,46.25872591075392,50.676128261249914
H1,2015-08-18,32.80326145720285,20.81211786265296,25.181622301213213,28.20026711188921,30.604454772087248,32.880525289295136,35.03282008590672,37.555842956904925,40.52814253366368,45.29906923441571
H1,2015-08-19,28.939112068027548,16.09395822684442,20.51371051831771,23.678246380289522,26.168440106466395,28.94133031448751,31.330785273180005,34.04880321047749,37.144458514435385,41.916533861176006
H1,2015-08-20,31.067462984325722,19.48257466576765,23.721866320490303,26.47410500087111,28.9940951447341,31.296269003155068,33.53893310739513,35.60806513510822,38.28347771990797,42.04296056725758
H1,2015-08-21,36.22979038870734,23.5268155469537,28.696336142706524,31.54638278977817,33.78927047603494,35.96654194510383,38.30778030832249,40.94050144489665,43.94565725906729,48.76478169850908
H1,2015-08-22,46.53847535980657,34.73198129845256,39.155600305315566,42.05691877437952,44.38024937627793,46.51925119293645,48.578265483655024,51.25295354557541,54.023907596609575,58.67000737739836
H1,2015-08-23,46.19305752354825,34.123060109959326,37.990291994232194,41.61452827399053,43.64012466266429,46.18395565587247,48.49759994825971,51.06844746799122,53.71459441516898,58.49933204056124
H1,2015-08-24,43.60282906897511,33.042885045561746,36.80225250603592,39.51710279793083,41.46854278731874,43.438320249395034,45.77274509992958,47.92068062230699,50.71880170239466,54.72195764362749
H1,2015-08-25,40.85351505633015,29.326375129409506,33.5522256169767,36.22536470965424,38.629820264436134,40.905338672357985,42.912352222262875,45.564710647222995,48.194048909059475,53.12355320903511
H1,2015-08-26,41.1766150726543,28.665579363297468,33.46114050935166,36.66730190370848,38.87500243935923,41.35442860262256,43.69354853152616,46.261993543495265,49.584479124177165,53.93521724357424
H1,2015-08-27,46.4242978749355,33.6841888509738,38.303656660272964,41.286701841707405,43.97581799003552,46.23310620165669,48.76612931470607,51.251961914679086,54.84542088586268,59.58099210588267
H1,2015-08-28,53.565583914811,40.91705410251114,45.62654246846614,48.72678329384708,51.48446847685214,53.599077910477504,55.924372597246176,58.4774650754783,61.3798189570421,66.05386401702786
H1,2015-08-29,59.33381579027472,46.349848326521766,51.17898810362233,54.187926943401855,56.9289298528318,59.10104105577765,61.58114328655553,64.30297686538856,67.56917316671593,72.0383047040704
H1,2015-08-30,60.538825664579946,48.622317851084446,52.57052444922906,55.35550585720529,58.206230598388544,60.55376020437487,62.692183841885864,65.21341076889065,67.91994769597088,72.99409700117727
H1,2015-08-31,57.19740796667625,44.28560113759348,48.9137471800705,51.886179318720494,54.73187679144185,57.06631494146873,59.23217112891017,61.90536751444281,65.21906008628982,69.98038770072728
H1,2015-09-01,46.945451879667,35.119690019764136,39.62408495849924,42.039114347691665,44.654873942938224,46.79300990121241,48.82195015025808,51.53281181726672,54.27049378481303,59.43896672075577
